,Name,Year,Genre,Publisher,Platform,Platform_Company,Device_Type,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
11797,The Urbz: Sims in the City,2004,Simulation,Electronic Arts,GC,Nintendo,Console,240000,140000,0,20000,400000
11798,Robotech: The Macross Saga,2002,Shooter,TDK Mediactive,GBA,Nintendo,HHC,150000,60000,0,0,210000
11799,Pac-Man Collection,2001,Puzzle,Atari,GBA,Nintendo,HHC,2069999,770000,50000,50000,2939999
11800,The Raiden Project,1995,Shooter,Ocean,PS,Sony,Console,60000,40000,120000,10000,230000
11801,Lost: Via Domus,2008,Action,Ubisoft,PS3,Sony,Console,190000,230000,0,90000,510000
11802,Wario Land II,1997,Platform,Nintendo,GB,Nintendo,HHC,700000,350000,390000,40000,1480000
11803,Derby Stallion DS,2008,Sports,Enterbrain,DS,Nintendo,HHC,0,0,320000,0,320000
11804,Transformers,2004,Shooter,Atari,PS2,Sony,Console,630000,490000,0,160000,1280000
11805,Kingdoms of Amalur: Reckoning,2012,RPG,Electronic Arts,X360,Microsoft,Console,550000,250000,10000,70000,880000
11806,Ben 10: Alien Force,2008,Action,Koch Media,DS,Nintendo,HHC,650000,220000,0,90000,960000
11807,Ishin Renka: Ryouma Gaiden,2010,Adventure,D3Publisher,PSP,Sony,HHC,0,0,10000,0,10000
11808,Madden NFL 13,2012,Sports,Electronic Arts,Wii,Nintendo,Console,510000,0,0,30000,540000
11809,Guitar Hero II,2007,Misc,Activision,X360,Microsoft,Console,2010000,20000,0,170000,2200000
11810,LEGO The Hobbit,2014,Action,Warner Bros. Interactive Entertainment,PS3,Sony,Console,120000,320000,0,100000,540000
11811,Digimon World DS (JP sales),2006,RPG,Namco Bandai Games,DS,Nintendo,HHC,0,0,230000,0,230000
11812,Bella Sara 2 - The Magic of Drasilmare,2013,Adventure,Big Ben Interactive,3DS,Nintendo,HHC,0,20000,0,0,20000
11813,GoldenEye 007,1997,Shooter,Nintendo,N64,Nintendo,Console,5800000,2009999,130000,150000,8089999
11814,Napoleon: Total War,2010,Strategy,Sega,PC,PC,PC,20000,520000,0,120000,660000
11815,NBA Ballers: Chosen One,2008,Sports,Midway Games,X360,Microsoft,Console,170000,0,0,10000,180000
11816,Mega Man Battle Network 3 Blue / White Version,2002,RPG,Capcom,GBA,Nintendo,HHC,390000,20000,850000,30000,1290000
11817,"Warhammer 40,000: Dawn of War II",2009,Strategy,THQ,PC,PC,PC,0,450000,0,20000,470000
11818,Judge Dredd: Dredd Vs Death,2003,Shooter,BAM! Entertainment,PS2,Sony,Console,10000,10000,0,0,20000
11819,Minna no Chizu,2006,Misc,Zenrin,PSP,Sony,HHC,0,0,40000,0,40000
11820,The Invincible Iron Man,2002,Action,Activision,GBA,Nintendo,HHC,30000,10000,0,0,40000
11821,Trauma Center: Under the Knife 2,2008,Simulation,Atlus,DS,Nintendo,HHC,100000,0,0,10000,110000
11822,Winning Post 7 2013,2013,Sports,Tecmo Koei,PSV,Sony,HHC,0,0,20000,0,20000
11823,Army Men: Major Malfunction,2006,Shooter,Global Star,XB,Microsoft,Console,10000,0,0,0,10000
11824,The LEGO Movie Videogame,2014,Action,Warner Bros. Interactive Entertainment,WiiU,Nintendo,Console,350000,230000,30000,60000,670000
11825,Prince of Persia: Warrior Within,2004,Action,Ubisoft,PS2,Sony,Console,540000,880000,0,220000,1640000
11826,The House of the Dead,1997,Shooter,Sega,SAT,SEGA,Console,0,0,130000,0,130000
11827,Tom Clancy's Ghost Recon: Advanced Warfighter,2006,Shooter,Ubisoft,PS2,Sony,Console,30000,20000,0,10000,60000
11828,Colin McRae Rally 2005,2004,Racing,Codemasters,PC,PC,PC,0,10000,0,0,10000
11829,Yu-Gi-Oh! Nightmare Troubadour (JP sales),2005,Action,Konami Digital Entertainment,DS,Nintendo,HHC,0,40000,100000,0,140000
11830,Madagascar,2005,Platform,Activision,XB,Microsoft,Console,210000,60000,0,10000,280000
11831,SoulCalibur II,2003,Fighting,Namco Bandai Games,XB,Microsoft,Console,780000,180000,30000,0,990000
11832,Frontlines: Fuel of War,2008,Shooter,THQ,X360,Microsoft,Console,340000,150000,10000,50000,550000
11833,Beyond Good & Evil,2003,Adventure,Ubisoft,XB,Microsoft,Console,80000,20000,0,0,100000
11834,Cabela's Dangerous Hunts 2011,2010,Sports,Activision,PS3,Sony,Console,260000,40000,0,30000,330000
11835,Kannou Mukashi Banashi Portable,2012,Adventure,Idea Factory,PSP,Sony,HHC,0,0,20000,0,20000
11836,Monster 4x4: Masters of Metal,2003,Racing,Ubisoft,GC,Nintendo,Console,40000,10000,0,0,50000
11837,All Star Cheer Squad 2,2009,Sports,THQ,Wii,Nintendo,Console,120000,0,0,10000,130000
11838,The Legend of Zelda: The Wind Waker,2013,Adventure,Nintendo,WiiU,Nintendo,Console,930000,570000,140000,130000,1770000
11839,Rapala Trophies,2006,Sports,Activision,PSP,Sony,HHC,40000,0,0,0,40000
11840,Monster Jam,2007,Racing,Activision,X360,Microsoft,Console,180000,0,0,20000,200000
11841,Cabela's Dangerous Hunts,2003,Sports,Zoo Digital Publishing,XB,Microsoft,Console,260000,80000,0,10000,350000
11842,San Goku Shi Taisen DS,2007,Strategy,Sega,DS,Nintendo,HHC,0,0,160000,0,160000
11843,Collar x Malice,2016,Action,Idea Factory,PSV,Sony,HHC,0,0,10000,0,10000
11844,Le Mans 24 Hours,2001,Racing,Infogrames,PS2,Sony,Console,90000,70000,20000,20000,200000
11845,Diablo III,2014,RPG,Activision,PS4,Sony,Console,490000,880000,60000,300000,1730000
11846,IL-2 Sturmovik: Birds of Prey,2009,Simulation,505 Games,X360,Microsoft,Console,230000,240000,0,50000,520000
11847,Rugby World Cup 2015,2015,Sports,Ubisoft,PSV,Sony,HHC,0,30000,0,10000,40000
11848,StarCraft,1998,Strategy,Activision,PC,PC,PC,0,40000,0,10000,50000
11849,Hunter: The Reckoning,2002,Action,Interplay,XB,Microsoft,Console,280000,80000,0,10000,370000
11850,Shovel Knight,2015,Platform,Yacht Club Games,PS4,Sony,Console,30000,30000,0,10000,70000
11851,The Thing,2002,Adventure,Vivendi Games,XB,Microsoft,Console,150000,40000,0,10000,200000
11852,Pirates of the Caribbean: At World's End,2007,Action,Disney Interactive Studios,PS2,Sony,Console,200000,160000,0,50000,410000
11853,The House of the Dead: Overkill - Extended Cut,2011,Shooter,Sega,PS3,Sony,Console,150000,170000,0,60000,380000
11854,Opoona,2007,RPG,Tecmo Koei,Wii,Nintendo,Console,80000,0,10000,10000,100000
11855,Jampack Winter '99,1999,Misc,Sony Computer Entertainment,PS,Sony,Console,940000,640000,0,110000,1690000
11856,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,2012,Action,Nintendo,3DS,Nintendo,HHC,0,0,270000,0,270000
11857,Dragon Ball Z: Collectible Card Game,2002,Misc,Infogrames,GBA,Nintendo,HHC,330000,120000,0,10000,460000
11858,Clannad,2008,Adventure,Prototype,PSP,Sony,HHC,0,0,40000,0,40000
11859,Rising Zan: The Samurai Gunman,1998,Action,Agetec,PS,Sony,Console,10000,10000,0,0,20000
11860,Naval Ops: Commander,2004,Simulation,Tecmo Koei,PS2,Sony,Console,30000,20000,0,10000,60000
11861,Brave Story: Boku no Kioku to Negai,2006,RPG,Namco Bandai Games,DS,Nintendo,HHC,0,0,20000,0,20000
11862,Dark Void,2010,Action,Capcom,PS3,Sony,Console,180000,120000,0,60000,360000
11863,Bass Landing,1999,Sports,ASCII Entertainment,PS,Sony,Console,210000,140000,230000,40000,620000
11864,Raving Rabbids: Travel in Time,2010,Adventure,Ubisoft,Wii,Nintendo,Console,220000,470000,0,80000,770000
11865,Ghostbusters: The Video Game,2009,Action,Atari,Wii,Nintendo,Console,600000,210000,0,80000,890000
11866,Princess Frontier Portable,2011,Adventure,Alchemist,PSP,Sony,HHC,0,0,20000,0,20000
11867,Moshi Monsters: Katsuma Unleashed,2013,Action,Activision,DS,Nintendo,HHC,0,130000,0,20000,150000
11868,Fable III,2010,RPG,Microsoft Game Studios,X360,Microsoft,Console,3590000,1110000,50000,380000,5130000
11869,Imagine: Ice Champions,2007,Sports,Spike,DS,Nintendo,HHC,150000,0,0,10000,160000
11870,Party Pigs: Farmyard Games,2009,Misc,Data Design Interactive,Wii,Nintendo,Console,70000,0,0,0,70000
11871,Brunswick Circuit Pro Bowling,1998,Sports,THQ,PS,Sony,Console,100000,70000,0,10000,180000
11872,nail'd,2010,Racing,Deep Silver,PS3,Sony,Console,80000,20000,0,20000,120000
11873,Condemned 2: Bloodshot,2008,Action,Sega,X360,Microsoft,Console,380000,190000,0,60000,630000
11874,Drawn To Life: SpongeBob SquarePants Edition,2008,Adventure,THQ,DS,Nintendo,HHC,1000000,360000,0,130000,1490000
11875,Combat Mission: Shock Force,2007,Strategy,Paradox Interactive,PC,PC,PC,0,30000,0,10000,40000
11876,Disaster: Day of Crisis,2008,Action,Nintendo,Wii,Nintendo,Console,0,30000,40000,0,70000
11877,Tatsunoko vs. Capcom: Ultimate All-Stars,2010,Fighting,Capcom,Wii,Nintendo,Console,320000,160000,30000,50000,560000
11878,UNO / Skip-Bo / UNO Freefall,2006,Misc,Zoo Digital Publishing,DS,Nintendo,HHC,100000,0,0,10000,110000
11879,Suikoden II,1998,RPG,Konami Digital Entertainment,PS,Sony,Console,150000,100000,380000,40000,670000
11880,Mobile Suit Gundam: Mokuba no Kiseki,2012,Action,Namco Bandai Games,PSP,Sony,HHC,0,0,40000,0,40000
11881,NBA Live 96,1996,Sports,Electronic Arts,PS,Sony,Console,160000,110000,40000,20000,330000
11882,Tetris Worlds (Online Edition),2003,Puzzle,THQ,XB,Microsoft,Console,150000,40000,0,10000,200000
11883,Women's Volleyball Championship,2007,Sports,Spike,PS2,Sony,Console,0,0,30000,0,30000
11884,Forbidden Siren 2,2006,Action,Sony Computer Entertainment,PS2,Sony,Console,0,0,80000,0,80000
11885,Mission: Impossible - Operation Surma,2003,Platform,Atari,PS2,Sony,Console,140000,110000,0,40000,290000
11886,Mario vs. Donkey Kong 2: March of the Minis,2006,Puzzle,Nintendo,DS,Nintendo,HHC,740000,30000,360000,70000,1200000
11887,Kingdoms of Amalur: Reckoning,2012,RPG,Electronic Arts,PS3,Sony,Console,370000,300000,90000,110000,870000
11888,RalliSport Challenge 2,2004,Racing,Microsoft Game Studios,XB,Microsoft,Console,180000,80000,0,10000,270000
11889,iCarly 2: iJoin The Click!,2010,Adventure,Activision,Wii,Nintendo,Console,80000,10000,0,10000,100000
11890,Max Payne 2: The Fall of Max Payne,2003,Shooter,Take-Two Interactive,PS2,Sony,Console,650000,510000,0,170000,1330000
11891,Ready 2 Rumble Revolution,2009,Sports,Atari,Wii,Nintendo,Console,150000,0,0,10000,160000
11892,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,2010,Action,Namco Bandai Games,DS,Nintendo,HHC,0,0,20000,0,20000
11893,Tales of Destiny,1997,RPG,Namco Bandai Games,PS,Sony,Console,90000,60000,830000,70000,1050000
11894,Frogger's Journey: The Forgotten Relic,2003,Action,Konami Digital Entertainment,GBA,Nintendo,HHC,180000,70000,0,0,250000
11895,Neverland Card Battles,2008,RPG,Idea Factory,PSP,Sony,HHC,40000,0,0,10000,50000
11896,Nicktoons: Attack of the Toybots,2007,Platform,THQ,DS,Nintendo,HHC,40000,0,0,0,40000
11897,Sengoku Basara 2,2006,Action,Capcom,PS2,Sony,Console,0,0,260000,0,260000
11898,Impossible Creatures,2002,Strategy,Microsoft Game Studios,PC,PC,PC,0,10000,0,0,10000
11899,Jikkyou Powerful Major League 2009,2009,Sports,Konami Digital Entertainment,Wii,Nintendo,Console,0,0,40000,0,40000
11900,NFL 2K3,2002,Sports,Atari,PS2,Sony,Console,1060000,80000,0,180000,1320000
11901,NBA Live 2003,2002,Sports,EA Sports,GC,Nintendo,Console,230000,60000,0,10000,300000
11902,Adventure Time: Finn & Jake Investigations,2015,Action,Little Orbit,X360,Microsoft,Console,20000,60000,0,10000,90000
11903,Catherine,2011,Adventure,Deep Silver,PS3,Sony,Console,300000,150000,200000,70000,720000
11904,Help Wanted: 50 Wacky Jobs (jp sales),2008,Simulation,Hudson Soft,Wii,Nintendo,Console,0,10000,10000,0,20000
11905,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,2010,Adventure,Nippon Ichi Software,PSP,Sony,HHC,0,0,40000,0,40000
11906,Mame Goma: Honobo no Nikki,2007,Simulation,TDK Core,DS,Nintendo,HHC,0,0,30000,0,30000
11907,Lemmings,2006,Puzzle,Sony Computer Entertainment,PSP,Sony,HHC,120000,520000,0,230000,870000
11908,GRID Autosport,2014,Racing,Codemasters,PC,PC,PC,0,20000,0,0,20000
11909,Command & Conquer 3: Deluxe Edition,2008,Strategy,Electronic Arts,PC,PC,PC,0,20000,0,0,20000
11910,Disney Sing It! High School Musical 3: Senior Year,2008,Misc,Disney Interactive Studios,PS2,Sony,Console,90000,20000,0,340000,450000
11911,NASCAR Unleashed,2011,Racing,Activision,X360,Microsoft,Console,110000,0,0,10000,120000
11912,Worms Reloaded,2010,Strategy,Team17 Software,PC,PC,PC,0,40000,0,10000,50000
11913,College Slam,1995,Sports,Acclaim Entertainment,PS,Sony,Console,100000,70000,0,10000,180000
11914,NBA 2K3,2002,Sports,Sega,XB,Microsoft,Console,240000,70000,0,10000,320000
11915,Rock Revolution,2008,Misc,Konami Digital Entertainment,X360,Microsoft,Console,250000,0,0,20000,270000
11916,Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,PS3,Sony,Console,1330000,1120000,80000,450000,2980000
11917,Imagine: Gymnast,2008,Simulation,Ubisoft,DS,Nintendo,HHC,50000,10000,0,0,60000
11918,Hidden Objects: Mystery Stories,2009,Adventure,GSP,DS,Nintendo,HHC,190000,430000,0,50000,670000
11919,Wipeout 2,2011,Misc,Activision,3DS,Nintendo,HHC,220000,0,0,10000,230000
11920,WSC Real 11: World Snooker Championship,2011,Sports,Koch Media,X360,Microsoft,Console,0,40000,0,10000,50000
11921,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,2012,Misc,Fields,PS3,Sony,Console,0,0,30000,0,30000
11922,SWAT: Global Strike Team,2003,Shooter,Vivendi Games,XB,Microsoft,Console,130000,40000,0,10000,180000
11923,Mega Man Legacy Collection,2016,Platform,Capcom,PS4,Sony,Console,60000,0,0,10000,70000
11924,SBK Superbike World Championship,2008,Racing,Black Bean Games,PS3,Sony,Console,120000,110000,0,20000,250000
11925,Romance of the Three Kingdoms X,2005,Strategy,Tecmo Koei,PS2,Sony,Console,40000,30000,0,10000,80000
11926,True Love Story 3,2001,Simulation,Enterbrain,PS2,Sony,Console,0,0,40000,0,40000
11927,Big Idea's VeggieTales: LarryBoy and the Bad Apple,2006,Action,Crave Entertainment,PS2,Sony,Console,10000,10000,0,0,20000
11928,Academy of Champions: Soccer,2009,Sports,Ubisoft,Wii,Nintendo,Console,100000,20000,0,10000,130000
11929,FIFA Soccer 2002,2001,Sports,Electronic Arts,PS,Sony,Console,80000,60000,0,10000,150000
11930,LEGO Marvel's Avengers,2016,Action,Warner Bros. Interactive Entertainment,WiiU,Nintendo,Console,120000,90000,0,20000,230000
11931,Higurashi Daybreak Portable,2008,Adventure,Alchemist,PSP,Sony,HHC,0,0,60000,0,60000
11932,Cabela's Big Game Hunter 2005 Adventures,2004,Sports,Activision,XB,Microsoft,Console,130000,40000,0,10000,180000
11933,Kid Icarus: Uprising,2012,Action,Nintendo,3DS,Nintendo,HHC,480000,350000,360000,70000,1260000
11934,John Daly's ProStroke Golf,2010,Sports,O-Games,X360,Microsoft,Console,10000,0,0,0,10000
11935,The Idolmaster: Gravure For You! Vol. 5,2012,Misc,Namco Bandai Games,PS3,Sony,Console,0,0,30000,0,30000
11936,Justice League Heroes: The Flash,2006,Action,Eidos Interactive,GBA,Nintendo,HHC,20000,10000,0,0,30000
11937,LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,DS,Nintendo,HHC,1070000,1050000,0,230000,2350000
11938,East India Company,2009,Strategy,Paradox Interactive,PC,PC,PC,10000,0,0,0,10000
11939,Omerta: City of Gangsters,2011,Simulation,Konami Digital Entertainment,PS3,Sony,Console,520000,460000,0,170000,1150000
11940,Naruto Shippuden: Ultimate Ninja 5,2007,Fighting,Namco Bandai Games,PS2,Sony,Console,0,0,170000,0,170000
11941,Puzzler World,2009,Puzzle,Ubisoft,DS,Nintendo,HHC,410000,300000,0,70000,780000
11942,Adventure Time: The Secret of the Nameless Kingdom,2014,Action,Little Orbit,X360,Microsoft,Console,0,80000,0,10000,90000
11943,Kamen Rider: Battride War Genesis,2016,Action,Namco Bandai Games,PS3,Sony,Console,0,0,40000,0,40000
11944,Skylanders: Spyro's Adventure,2011,Action,Activision,3DS,Nintendo,HHC,320000,200000,0,50000,570000
11945,Backyard Baseball 2006,2005,Sports,Atari,GBA,Nintendo,HHC,250000,90000,0,10000,350000
11946,Doom,1994,Shooter,Infogrames,PS,Sony,Console,430000,300000,0,50000,780000
11947,Bomberman 64: The Second Attack!,1999,Adventure,Hudson Soft,N64,Nintendo,Console,50000,10000,110000,0,170000
11948,MLB 10: The Show,2010,Sports,Sony Computer Entertainment,PS2,Sony,Console,200000,160000,0,50000,410000
11949,FlatOut 2,2006,Racing,Empire Interactive,XB,Microsoft,Console,30000,10000,0,0,40000
11950,Dead or Alive Xtreme 3: Venus,2016,Sports,Tecmo Koei,PSV,Sony,HHC,0,0,30000,0,30000
11951,Sakura Taisen Hanagumi Tsuushin,1997,Misc,Sega,SAT,SEGA,Console,0,0,110000,0,110000
11952,Persona 4: Arena,2012,Fighting,Atlus,X360,Microsoft,Console,80000,20000,30000,10000,140000
11953,The Sum of All Fears,2003,Shooter,Ubisoft,GC,Nintendo,Console,30000,10000,0,0,40000
11954,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,2006,Misc,IE Institute,DS,Nintendo,HHC,0,0,660000,0,660000
11955,Saints Row,2006,Action,THQ,X360,Microsoft,Console,1170000,780000,20000,220000,2190000
11956,Glacier2,2009,Racing,Zoo Games,Wii,Nintendo,Console,40000,0,0,0,40000
11957,World of Warcraft: Mists of Pandaria,2012,RPG,Activision,PC,PC,PC,840000,760000,0,230000,1830000
11958,That's So Raven 2: Supernatural Style,2005,Adventure,Disney Interactive Studios,GBA,Nintendo,HHC,370000,140000,0,10000,520000
11959,Chokkan! Asonde Relaxuma,2008,Action,Rocket Company,DS,Nintendo,HHC,0,0,10000,0,10000
11960,Dragon Quest VII: Warriors of Eden,2013,RPG,Square Enix,3DS,Nintendo,HHC,70000,40000,1300000,10000,1420000
11961,Arena Football,2006,Sports,Electronic Arts,XB,Microsoft,Console,110000,30000,0,10000,150000
11962,Game & Wario,2013,Misc,Nintendo,WiiU,Nintendo,Console,60000,60000,110000,10000,240000
11963,Full Auto 2: Battlelines,2006,Racing,Sega,PS3,Sony,Console,140000,20000,0,20000,180000
11964,Call of Duty 3,2006,Shooter,Activision,X360,Microsoft,Console,1490000,930000,20000,270000,2710000
11965,AC/DC LIVE: Rock Band Track Pack,2008,Misc,MTV Games,PS3,Sony,Console,210000,10000,0,20000,240000
11966,Dragon Ball: Daimaou Fukkatsu,1988,RPG,Namco Bandai Games,NES,Nintendo,Console,0,0,1250000,0,1250000
11967,Tak: The Great Juju Challenge,2005,Platform,THQ,GC,Nintendo,Console,120000,30000,0,0,150000
11968,Shin Megami Tensei: Nocturne,2003,RPG,Ghostlight,PS2,Sony,Console,70000,50000,250000,20000,390000
11969,Front Mission Evolved,2010,Shooter,Square Enix,X360,Microsoft,Console,100000,70000,20000,20000,210000
11970,Sentimental Graffiti 2,2000,Adventure,NEC Interchannel,DC,SEGA,Console,0,0,80000,0,80000
11971,Bust-A-Move 3000,2003,Puzzle,Ubisoft,GC,Nintendo,Console,10000,0,0,0,10000
11972,Capcom vs. SNK 2: Mark of the Millennium 2001,2001,Fighting,Capcom,PS2,Sony,Console,220000,170000,300000,60000,750000
11973,Zumba Fitness 2,2011,Sports,Majesco Entertainment,Wii,Nintendo,Console,1540000,1070000,0,280000,2890000
11974,Balloon Pop 2,2012,Puzzle,UFO Interactive,3DS,Nintendo,HHC,10000,0,0,0,10000
11975,Wizardry: Tale of the Forsaken Land,2001,RPG,Ubisoft,PS2,Sony,Console,40000,30000,0,10000,80000
11976,AMNESIA World,2014,Adventure,Idea Factory,PSV,Sony,HHC,0,0,30000,0,30000
11977,LEGO Racers 2,2001,Racing,Electronic Arts,PS2,Sony,Console,60000,50000,0,20000,130000
11978,Halo 5: Guardians,2015,Shooter,Microsoft Game Studios,XOne,Microsoft,Console,2640000,1200000,30000,390000,4260000
11979,Dogz,2006,Simulation,Ubisoft,DS,Nintendo,HHC,510000,20000,0,40000,570000
11980,From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,2001,RPG,Banpresto,GB,Nintendo,HHC,0,0,390000,0,390000
11981,Ford Racing 2,2003,Racing,Empire Interactive,XB,Microsoft,Console,110000,30000,0,10000,150000
11982,Bakugan: Battle Brawlers,2009,Action,Activision,PS2,Sony,Console,210000,160000,0,50000,420000
11983,J-League Winning Eleven 2010: Club Championship,2010,Sports,Konami Digital Entertainment,PS2,Sony,Console,0,0,50000,0,50000
11984,Pirates vs Ninja Dodgeball,2009,Sports,SouthPeak Games,Wii,Nintendo,Console,50000,0,0,0,50000
11985,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,2007,Action,Namco Bandai Games,DS,Nintendo,HHC,0,0,30000,0,30000
11986,Imagine: Babyz Fashion,2009,Simulation,Ubisoft,DS,Nintendo,HHC,190000,0,0,10000,200000
11987,Need for Speed: Most Wanted,2005,Racing,Electronic Arts,DS,Nintendo,HHC,240000,10000,0,20000,270000
11988,GT Advance 3: Pro Concept Racing,2002,Racing,THQ,GBA,Nintendo,HHC,50000,20000,0,0,70000
11989,Prison Break: The Conspiracy,2010,Action,Deep Silver,PS3,Sony,Console,50000,160000,0,50000,260000
11990,Destiny,2014,Shooter,Activision,XOne,Microsoft,Console,2130000,920000,0,230000,3280000
11991,AC/DC LIVE: Rock Band Track Pack,2008,Misc,MTV Games,PS2,Sony,Console,80000,60000,0,20000,160000
11992,Maximo: Ghosts to Glory,2001,Platform,Capcom,PS2,Sony,Console,380000,290000,0,100000,770000
11993,Tiger Woods PGA Tour 2001,2001,Sports,Electronic Arts,PS2,Sony,Console,360000,280000,0,90000,730000
11994,World Championship Poker: Featuring Howard Lederer - All In,2006,Misc,Oxygen Interactive,X360,Microsoft,Console,40000,0,0,0,40000
11995,Naruto Shippuden: Ultimate Ninja Heroes 3,2009,Fighting,Namco Bandai Games,PSP,Sony,HHC,130000,40000,190000,30000,390000
