,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
15641,Ultimate Card Games,GBA,2003,Misc,Telegames,90000,30000,0,0,120000
15642,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1850000,1200000,1540000,370000,4960000
15643,Fisherman's Bait 2: Big Ol' Bass,PS,1999,Sports,Konami Digital Entertainment,160000,110000,0,20000,290000
15644,NCAA Basketball 10,PS3,2009,Sports,Electronic Arts,310000,0,0,30000,340000
15645,Virtua Quest,GC,2004,Fighting,Sega,10000,0,0,0,10000
15646,ThunderStrike 2,PS,1994,Simulation,Core Design Ltd.,100000,70000,0,10000,180000
15647,NBA Live 16,XOne,2015,Sports,Electronic Arts,80000,10000,0,10000,100000
15648,Vampire Savior: The Lord of Vampire,SAT,1998,Fighting,Capcom,0,0,180000,0,180000
15649,Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,460000,620000,60000,230000,1370000
15650,Beetle Adventure Racing!,N64,1999,Racing,Electronic Arts,400000,200000,0,20000,620000
15651,Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Strategy,Konami Digital Entertainment,0,0,160000,0,160000
15652,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1470000,760000,0,470000,2700000
15653,The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,40000,30000,30000,10000,110000
15654,Harvest Moon DS (US sales),DS,2005,Simulation,Rising Star Games,410000,70000,0,0,480000
15655,Doom (2016),PC,2016,Shooter,Bethesda Softworks,60000,100000,0,10000,170000
15656,NBA Live 15,XOne,2014,Sports,Electronic Arts,170000,20000,0,20000,210000
15657,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,Hudson Soft,0,0,50000,0,50000
15658,Langrisser V: The End of Legend,SAT,1998,Strategy,NCS,0,0,90000,0,90000
15659,Super Bubble Pop,XB,2002,Puzzle,Jaleco,10000,0,0,0,10000
15660,Country Dance,Wii,2011,Misc,Funbox Media,590000,40000,0,40000,670000
15661,Puyo Puyo 7,Wii,2009,Puzzle,Sega,0,0,50000,0,50000
15662,Dungeons,PC,2011,Strategy,Kalypso Media,70000,20000,0,10000,100000
15663,Cross Channel: In Memory of All People,X360,2011,Adventure,CyberFront,0,0,20000,0,20000
15664,Jampack Winter 2001,PS2,2001,Misc,Sony Computer Entertainment,350000,280000,0,90000,720000
15665,Agatha Christie: Peril at End House,PC,2009,Adventure,JoWood Productions,0,10000,0,0,10000
15666,S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,0,0,40000,0,40000
15667,Flight Control Rocket,GBA,2005,Simulation,THQ,310000,120000,0,10000,440000
15668,Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,200000,90000,0,30000,320000
15669,F1 2016 (Codemasters),XOne,2016,Racing,Codemasters,10000,70000,0,10000,90000
15670,Dragon Ball Z: Infinite World,PS2,2008,Fighting,Namco Bandai Games,80000,60000,210000,20000,370000
15671,thinkSMART,DS,2010,Misc,Conspiracy Entertainment,90000,0,0,10000,100000
15672,NBA Ballers: Phenom,XB,2006,Sports,Midway Games,90000,30000,0,0,120000
15673,PoPoLoCrois (JP sales),PSP,2005,Role-Playing,Ignition Entertainment,0,0,80000,0,80000
15674,NFL Blitz 20-02,PS2,2002,Sports,Midway Games,140000,110000,0,40000,290000
15675,Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami Digital Entertainment,0,0,30000,0,30000
15676,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2230000,1340000,70000,610000,4250000
15677,Assault: Retribution,PS,1998,Action,Telstar,70000,50000,0,10000,130000
15678,.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,Namco Bandai Games,0,0,170000,0,170000
15679,Shining Tears,PS2,2004,Role-Playing,Sega,50000,40000,0,10000,100000
15680,DokuSui: DokiDoki Suikoden,PSP,2011,Role-Playing,Irem Software Engineering,0,0,10000,0,10000
15681,The Sims 3,PS3,2010,Simulation,Electronic Arts,730000,970000,20000,340000,2060000
15682,Operation Darkness,X360,2007,Role-Playing,Success,70000,0,0,0,70000
15683,SpongeBob's Atlantis SquarePantis,PS2,2007,Action,THQ,360000,10000,0,60000,430000
15684,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,Tomy Corporation,0,0,300000,20000,320000
15685,NASCAR 08,PS3,2007,Racing,Electronic Arts,150000,50000,0,30000,230000
15686,Tao Feng: Fist of the Lotus,XB,2003,Fighting,Microsoft Game Studios,210000,60000,0,10000,280000
15687,Patapon 3,PSP,2011,Misc,Sony Computer Entertainment,50000,40000,170000,20000,280000
15688,Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Shooter,Ubisoft,610000,240000,0,30000,880000
15689,Over the Hedge,GBA,2006,Platform,Activision,190000,70000,0,0,260000
15690,Romance of the Three Kingdoms XI,PS2,2007,Strategy,Tecmo Koei,0,0,70000,0,70000
15691,2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,1250000,460000,0,30000,1740000
15692,Caligula,PSV,2016,Role-Playing,FuRyu,0,0,50000,0,50000
15693,FIFA 15,Wii,2014,Sports,Electronic Arts,240000,460000,0,60000,760000
15694,X-Men Origins: Wolverine,Wii,2009,Action,Activision,190000,40000,0,20000,250000
15695,Dokuro,PSV,2012,Action,GungHo,0,0,10000,0,10000
15696,Monster High: Ghoul Spirit,Wii,2011,Misc,THQ,440000,80000,0,40000,560000
15697,NCAA March Madness 07,X360,2007,Sports,Electronic Arts,190000,0,0,20000,210000
15698,Melty Blood: Act Cadenza,PS2,2006,Fighting,Sega,0,0,110000,0,110000
15699,Jurassic: The Hunted,PS2,2009,Shooter,Activision,70000,60000,0,20000,150000
15700,Klax,2600,1989,Puzzle,Atari,140000,10000,0,0,150000
15701,Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,0,0,50000,0,50000
15702,From Russia With Love,GC,2005,Action,Electronic Arts,170000,40000,0,10000,220000
15703,Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,Namco Bandai Games,20000,10000,0,0,30000
15704,Safari Adventures: Africa,DS,2008,Adventure,Neko Entertainment,30000,0,0,0,30000
15705,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Platform,Konami Digital Entertainment,0,0,360000,0,360000
15706,Elite Forces: Unit 77,DS,2009,Strategy,Deep Silver,60000,0,0,0,60000
15707,The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,110000,0,0,10000,120000
15708,Zill O'll Infinite Plus,PSP,2009,Role-Playing,Tecmo Koei,0,0,60000,0,60000
15709,FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,290000,520000,0,90000,900000
15710,John Daly's ProStroke Golf,PS3,2010,Sports,O-Games,90000,20000,0,10000,120000
15711,The Shoot,PS3,2010,Shooter,Sony Computer Entertainment,130000,160000,10000,60000,360000
15712,Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,580000,240000,10000,90000,920000
15713,Pure Futbol,X360,2010,Sports,Ubisoft,80000,90000,0,20000,190000
15714,Bomberman Jetters,GC,2002,Puzzle,Hudson Soft,60000,20000,0,0,80000
15715,Ice Age 2: The Meltdown,DS,2006,Platform,Vivendi Games,130000,10000,0,10000,150000
15716,Monopoly Party,PS2,2002,Misc,Infogrames,250000,190000,0,60000,500000
15717,"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009,Sports,Aspyr,150000,0,0,10000,160000
15718,The Italian Job,XB,2003,Racing,Eidos Interactive,60000,20000,0,0,80000
15719,Scooby-Doo,GBA,2001,Platform,THQ,330000,120000,0,10000,460000
15720,Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,580000,870000,0,90000,1540000
15721,Mega Man: Dr. Wily's Revenge,GB,1991,Platform,Nintendo,0,0,280000,0,280000
15722,Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0,40000,0,0,40000
15723,Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0,0,220000,0,220000
15724,Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009,Action,Take-Two Interactive,160000,0,0,10000,170000
15725,Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,240000,90000,0,30000,360000
15726,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,Gust,0,0,100000,0,100000
15727,King Arthur II,PC,2011,Strategy,Paradox Interactive,0,20000,0,0,20000
15728,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004,Action,THQ,360000,130000,0,10000,500000
15729,Call of Duty: Black Ops 3,XOne,2015,Shooter,Activision,4520000,2089999,10000,670000,7289999
15730,Scrabble,DS,2009,Misc,Ubisoft,210000,20000,0,30000,260000
15731,Super Robot Wars OG: The Moon Dwellers,PS4,2016,Misc,Namco Bandai Games,0,0,90000,0,90000
15732,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011,Misc,Namco Bandai Games,0,0,30000,0,30000
15733,Juiced 2: Hot Import Nights,PC,2007,Racing,THQ,0,10000,0,0,10000
15734,Bomberman (jp sales),PSP,2006,Puzzle,Konami Digital Entertainment,0,0,10000,0,10000
15735,Running Wild,PS,1997,Racing,989 Studios,50000,30000,0,10000,90000
15736,Fight Club,XB,2004,Fighting,Vivendi Games,80000,20000,0,0,100000
15737,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008,Fighting,Takara Tomy,0,0,80000,0,80000
15738,UEFA Euro 2004: Portugal,XB,2004,Sports,Electronic Arts,40000,10000,0,0,50000
15739,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1410000,2020000,100000,720000,4250000
15740,WWF in Your House,PS,1996,Fighting,Acclaim Entertainment,350000,240000,0,40000,630000
15741,Alien Syndrome,PSP,2007,Role-Playing,Sega,70000,0,0,10000,80000
15742,World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,50000,0,0,0,50000
15743,Madden NFL 98,PS,1997,Sports,Electronic Arts,1290000,30000,0,30000,1350000
15744,Wrestle Kingdom,PS2,2006,Fighting,Yuke's,0,0,30000,0,30000
15745,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,150000,0,2049999,0,2199999
15746,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,2010,Platform,Nippon Ichi Software,50000,0,30000,10000,90000
15747,Gallop & Ride!,Wii,2008,Sports,THQ,140000,0,0,10000,150000
15748,Delta Force: Black Hawk Down,PS2,2005,Shooter,NovaLogic,220000,170000,0,60000,450000
15749,Deadly Arts,N64,1998,Fighting,Konami Digital Entertainment,30000,10000,0,0,40000
15750,Brunswick Pro Bowling,X360,2010,Sports,505 Games,380000,40000,0,30000,450000
15751,Iron Man,PS2,2008,Action,Sega,360000,0,0,190000,550000
15752,Kenka Banchou Portable,PSP,2009,Action,Spike,0,0,10000,0,10000
15753,Attack on Titan (KOEI),XOne,2016,Action,Tecmo Koei,10000,10000,0,0,20000
15754,Totally Spies! Totally Party,PC,2008,Misc,Ubisoft,0,20000,0,0,20000
15755,Sakura Wars GB,GB,2000,Adventure,Media Factory,0,0,140000,0,140000
15756,MTV Celebrity Deathmatch,PS2,2003,Fighting,Gotham Games,370000,290000,0,100000,760000
15757,WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,440000,30000,0,40000,510000
15758,Rock Band Country Track Pack,PS3,2009,Misc,MTV Games,180000,0,0,10000,190000
15759,Over the Hedge: Hammy Goes Nuts!,DS,2006,Platform,Activision,120000,0,0,10000,130000
15760,Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,160000,70000,0,20000,250000
15761,Major League Baseball 2K7,PS3,2007,Sports,Spike,230000,0,0,20000,250000
15762,Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,70000,30000,0,10000,110000
15763,Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,20000,0,20000
15764,Smash Cars,PS2,2003,Racing,Metro 3D,60000,40000,0,10000,110000
15765,Phantasy Star Portable 2: Infinity,PSP,2011,Role-Playing,Sega,0,0,370000,0,370000
15766,FIFA Soccer 06,PSP,2005,Sports,Electronic Arts,100000,10000,0,10000,120000
15767,Clock Tower,PS,1996,Adventure,ASCII Entertainment,70000,50000,380000,30000,530000
15768,Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,30000,20000,0,10000,60000
15769,Ultimate Board Game Collection,PSP,2007,Misc,Xplosiv,60000,0,0,10000,70000
15770,The King of Fighters '96,NG,1996,Fighting,SNK,0,0,60000,0,60000
15771,Intellivision Lives!,GC,2004,Misc,Crave Entertainment,50000,10000,0,0,60000
15772,Fate/hollow ataraxia,PSV,2014,Adventure,Type-Moon,0,0,100000,0,100000
15773,NHL Powerplay 98,PS,1997,Sports,Virgin Interactive,30000,20000,0,0,50000
15774,Sengoku Basara 2 Heroes,Wii,2007,Action,Capcom,0,0,10000,0,10000
15775,Centipede / Breakout / Warlords,GBA,2005,Misc,Zoo Digital Publishing,50000,20000,0,0,70000
15776,J Stars Victory Vs.,PS4,2015,Fighting,Namco Bandai Games,70000,140000,0,40000,250000
15777,NFL Fever 2004,XB,2003,Sports,Microsoft Game Studios,240000,70000,0,10000,320000
15778,The Golden Compass,X360,2007,Action,Sega,300000,120000,0,40000,460000
15779,Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,470000,800000,30000,290000,1590000
15780,Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,Konami Digital Entertainment,150000,110000,0,20000,280000
15781,Pac-Man and the Ghostly Adventures 2,3DS,2014,Adventure,Namco Bandai Games,30000,50000,0,10000,90000
15782,Homeworld 2,PC,2003,Strategy,Vivendi Games,0,30000,0,10000,40000
15783,Point Blank 2,PS,1998,Shooter,Namco Bandai Games,20000,20000,0,0,40000
15784,Atelier Rorona: Alchemist of Arland,PSV,2013,Role-Playing,Nippon Ichi Software,0,0,50000,0,50000
15785,Bass Pro Shops: The Hunt,Wii,2010,Sports,XS Games,230000,0,0,20000,250000
15786,Pinball Hall of Fame: The Williams Collection,3DS,2011,Misc,Crave Entertainment,90000,0,0,10000,100000
15787,Astro Boy: The Video Game,DS,2009,Action,D3Publisher,90000,0,0,10000,100000
15788,Mafia II,PC,2010,Action,Take-Two Interactive,170000,170000,0,60000,400000
15789,Tales of Hearts,PSV,2013,Role-Playing,Namco Bandai Games,150000,130000,90000,80000,450000
15790,ZooCube,GBA,2002,Puzzle,Acclaim Entertainment,30000,10000,0,0,40000
15791,Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix,450000,250000,300000,160000,1160000
15792,Project Hacker: Kakusei,DS,2006,Action,Nintendo,0,0,100000,0,100000
15793,The Matrix: Path of Neo,PS2,2005,Action,Atari,410000,10000,0,70000,490000
15794,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007,Misc,Sega,0,0,10000,0,10000
15795,MySims SkyHeroes,Wii,2010,Action,Electronic Arts,180000,100000,0,30000,310000
15796,The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,400000,230000,0,0,630000
15797,Chou!! Super Nep League DS,DS,2008,Sports,Jaleco,0,0,20000,0,20000
15798,Spy Fiction,PS2,2003,Action,Sega,20000,20000,0,10000,50000
15799,Praetorians,PC,2003,Strategy,Eidos Interactive,0,40000,0,0,40000
15800,Karate,2600,1982,Fighting,Ultravision,440000,30000,0,0,470000
15801,Thomas & Friends: Hero of the Rails,DS,2010,Misc,Unknown,0,70000,0,10000,80000
15802,Coraline,PS2,2009,Action,D3Publisher,60000,40000,0,10000,110000
15803,Space Invaders,GBA,2002,Shooter,Activision,80000,30000,0,0,110000
15804,Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,50000,0,0,0,50000
15805,Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,180000,210000,70000,80000,540000
15806,International Superstar Soccer 64,N64,1997,Sports,Konami Digital Entertainment,90000,260000,230000,20000,600000
15807,MVP Baseball 2004,XB,2004,Sports,Electronic Arts,440000,130000,0,20000,590000
15808,Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0,60000,0,10000,70000
15809,Madden NFL 17,PS4,2016,Sports,Electronic Arts,920000,80000,0,230000,1230000
15810,Heavy Fire: Afghanistan,PC,2011,Shooter,Mastiff,20000,0,0,0,20000
15811,NCAA GameBreaker 2000,PS,1999,Sports,989 Studios,220000,150000,0,30000,400000
15812,ScrapLand,XB,2005,Action,Deep Silver,20000,0,0,0,20000
15813,Art Academy: Lessons for Everyone,3DS,2012,Action,Nintendo,200000,30000,210000,20000,460000
15814,The Tale of Despereaux,Wii,2008,Platform,Brash Entertainment,40000,0,0,0,40000
15815,Guitar Hero: Van Halen,Wii,2009,Misc,Activision,140000,120000,0,30000,290000
15816,Guitar Hero: Smash Hits,X360,2009,Misc,Activision,230000,150000,0,40000,420000
15817,Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,100000,100000,0,20000,220000
15818,Cabela's Legendary Adventures,PS2,2008,Sports,Activision,210000,160000,0,50000,420000
15819,Fuel,X360,2009,Racing,Codemasters,90000,190000,0,40000,320000
15820,The Black Eyed Peas Experience,Wii,2011,Misc,Ubisoft,390000,200000,0,60000,650000
15821,Grease,DS,2010,Misc,505 Games,100000,0,0,10000,110000
15822,Rabbids Invasion: The Interactive TV Show,XOne,2014,Misc,Ubisoft,0,10000,0,0,10000
15823,Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo,150000,40000,0,10000,200000
15824,Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,440000,160000,0,10000,610000
15825,Fishing Master World Tour,Wii,2009,Sports,Hudson Entertainment,90000,0,0,10000,100000
15826,Arcana Famiglia 2,PSP,2013,Adventure,Comfort,0,0,20000,0,20000
15827,Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,30000,10000,20000,0,60000
15828,Rondo of Swords (jp sales),DS,2007,Role-Playing,Success,0,0,10000,0,10000
15829,Blues Brothers 2000,N64,2000,Platform,Virgin Interactive,40000,10000,0,0,50000
15830,Moyashimon DS,DS,2009,Action,Takara Tomy,0,0,30000,0,30000
15831,Cubic Ninja,3DS,2011,Platform,Ubisoft,50000,40000,0,10000,100000
15832,Sloane to MacHale no Nazo no Monogatari,DS,2009,Puzzle,Level 5,0,0,200000,0,200000
15833,Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,180000,40000,0,20000,240000
15834,Imagine: Soccer Captain,DS,2009,Sports,Ubisoft,100000,0,0,10000,110000
15835,Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,170000,10000,0,10000,190000
15836,Mega Man Legends 2,PS,2000,Adventure,Capcom,170000,120000,100000,30000,420000
15837,Dungeon Siege III,PC,2011,Role-Playing,Square Enix,80000,80000,0,20000,180000
15838,My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,20000,0,0,0,20000
15839,The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1150000,360000,40000,40000,1590000
15840,Life is Strange,XOne,2016,Adventure,Square Enix,80000,20000,0,10000,110000
15841,Assassin's Creed II,PC,2010,Action,Ubisoft,10000,450000,0,110000,570000
15842,WWE SmackDown vs. Raw 2011,PS2,2010,Fighting,THQ,240000,70000,0,70000,380000
15843,Mario Superstar Baseball,GC,2005,Sports,Nintendo,930000,240000,250000,40000,1460000
15844,Motor Trend presents Lotus Challenge,XB,2003,Racing,Xicat Interactive,20000,10000,0,0,30000
15845,Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,40000,0,0,0,40000
15846,Countdown: The Game,DS,2009,Puzzle,Mindscape,0,140000,0,10000,150000
15847,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer,0,0,220000,0,220000
15848,Sled Storm,PS,1998,Racing,Electronic Arts,900000,610000,0,110000,1620000
15849,Football Manager 2013,PC,2012,Sports,Sega,0,950000,0,220000,1170000
15850,The Wolf Among Us,PS4,2014,Adventure,Telltale Games,100000,70000,0,30000,200000
15851,You Don't Know Jack,PC,1995,Misc,Vivendi Games,10000,0,0,0,10000
15852,NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,30000,0,0,10000,40000
15853,NBA Live 2004,PS2,2003,Sports,Electronic Arts,1570000,180000,0,270000,2020000
15854,NHL Breakaway 98,N64,1998,Sports,Acclaim Entertainment,300000,20000,0,0,320000
15855,FIFA Soccer 64,N64,1997,Sports,Electronic Arts,160000,300000,0,30000,490000
15856,Diablo III,PS3,2013,Role-Playing,Activision,710000,830000,150000,350000,2040000
15857,Legend of Kay,DS,2010,Action,JoWood Productions,60000,0,0,0,60000
15858,White Knight Chronicles II,PS3,2010,Role-Playing,Sony Computer Entertainment,230000,90000,270000,50000,640000
15859,Mat Hoffman's Pro BMX 2,GC,2002,Sports,Activision,30000,10000,0,0,40000
15860,Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006,Misc,Daito,0,0,30000,0,30000
15861,Heart Catch PreCure! Oshare Collection,DS,2010,Action,Namco Bandai Games,0,0,110000,0,110000
15862,Monsters vs. Aliens,PS3,2009,Action,Activision,210000,60000,0,30000,300000
15863,Blades of Time,X360,2012,Action,Konami Digital Entertainment,70000,30000,0,10000,110000
15864,Lethal Enforcers I & II,PS,1996,Shooter,Konami Digital Entertainment,20000,10000,0,0,30000
15865,Final Fantasy X-2: International + Last Mission,PS2,2004,Role-Playing,Square Enix,0,0,290000,0,290000
15866,NASCAR Rumble,PS,2000,Racing,Electronic Arts,310000,210000,0,40000,560000
15867,Disney's Chicken Little,PS2,2005,Platform,Disney Interactive Studios,320000,250000,0,80000,650000
15868,I Spy: Castle,DS,2011,Puzzle,Scholastic Inc.,190000,0,0,10000,200000
15869,F-1 World Grand Prix,N64,1998,Racing,Video System,460000,960000,90000,80000,1590000
15870,La Corda d'Oro 4,PSV,2016,Action,Tecmo Koei,0,0,20000,0,20000
15871,NFL Blitz 2000,PS,1998,Sports,Midway Games,600000,410000,0,70000,1080000
15872,The Sims 2: Ikea Home Stuff,PC,2008,Simulation,Electronic Arts,0,70000,0,20000,90000
15873,G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,30000,20000,0,0,50000
15874,One Piece: Gear Spirit,DS,2007,Fighting,Namco Bandai Games,0,0,80000,0,80000
